market,address,id,stored,classifier,candidate,confidence,reason,judgment
westu,6010 Lake St,acq_6010-lake-st,Single Lot,Unknown,Common Driveway,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=99.7134; geometry=HCAD unique exact-address polygon; parcel=0571740000006; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
westu,6107 Lake St,acq_6107-lake-st,Single Lot,Unknown,Common Driveway,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=99.4945; geometry=HCAD unique exact-address polygon; parcel=0571800000003; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
westu,6424 Buffalo Speedway,acq_6424-buffalo-speedway,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=158.2117; geometry=HCAD unique exact-address polygon; parcel=0393210000015; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
westu,6523 Westchester Ave,acq_6523-westchester-ave,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=147.7681; geometry=HCAD unique exact-address polygon; parcel=0393230000010; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
westu,6524 Vanderbilt St,acq_6524-vanderbilt-st,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=200.5528; geometry=HCAD unique exact-address polygon; parcel=0393020110003; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
westu,6615 Belmont St,acq_6615-belmont-st,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=199.9547; geometry=HCAD unique exact-address polygon; parcel=0392980000013; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
westu,6623 Edloe St,acq_6623-edloe-st,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=155.0779; geometry=HCAD unique exact-address polygon; parcel=0560550000014; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,959 Althea Drive,act_959-althea-drive,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=150.3145; geometry=HCAD unique exact-address polygon; parcel=0660460420019; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1014 Gardenia Drive,act_1014-gardenia-drive,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=142.5106; geometry=HCAD unique exact-address polygon; parcel=0660460530004; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,431 W 30th Street,act_431-w-30th-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=147.0982; geometry=HCAD unique exact-address polygon; parcel=0660450110008; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,955 W 42nd Street,act_955-w-42nd-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=132.9089; geometry=HCAD unique exact-address polygon; parcel=0660460430031; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,519 W 30th Street,act_519-w-30th-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=166.006; geometry=HCAD unique exact-address polygon; parcel=0660450110014; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,934 W 43rd Street,act_934-w-43rd-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=193.9761; geometry=HCAD unique exact-address polygon; parcel=0660460470009; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,211 W 34th Street,act_211-w-34th-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=176.3551; geometry=HCAD unique exact-address polygon; parcel=0660450050034; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,515 W 33rd Street,act_515-w-33rd-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=174.4989; geometry=HCAD unique exact-address polygon; parcel=0660450080027; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,822 W 31st Street,act_822-w-31st-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=172.8089; geometry=HCAD unique exact-address polygon; parcel=0660450170009; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,316 W 30th Street,act_316-w-30th-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=165.9028; geometry=HCAD unique exact-address polygon; parcel=0660450020013; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,891 W 41st Street,act_891-w-41st-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=197.2403; geometry=HCAD unique exact-address polygon; parcel=0660460340023; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,315 W 32nd Street,act_315-w-32nd-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=186.7105; geometry=HCAD unique exact-address polygon; parcel=0660450030024; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,713 W 42nd Street,act_713-w-42nd-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=180.8124; geometry=HCAD unique exact-address polygon; parcel=0660460280029; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,867 W 42nd Street,act_867-w-42nd-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=160.8283; geometry=HCAD unique exact-address polygon; parcel=0660460350028; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,810 W 41st Street,act_810-w-41st-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=171.8279; geometry=HCAD unique exact-address polygon; parcel=0660460350003; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,320 W 32nd Street,act_320-w-32nd-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=166.4371; geometry=HCAD unique exact-address polygon; parcel=0660450040014; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,752 W 43rd Street,act_752-w-43rd-street,Single Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=ambiguous exact-address accounts; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"408 W 30TH ST, Houston, TX 77018",pmt_408-w-30th-st,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=189.2606; geometry=HCAD unique exact-address polygon; parcel=0660450100002; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"802 W 32ND ST, Houston, TX 77018",pmt_802-w-32nd-st,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=174.4516; geometry=HCAD unique exact-address polygon; parcel=0660450180004; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"203 W 34TH ST, Houston, TX 77018",pmt_203-w-34th-st,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=178.4406; geometry=HCAD unique exact-address polygon; parcel=0660450050036; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"710 W 41ST ST, Houston, TX 77018",pmt_710-w-41st-st,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=188.2269; geometry=HCAD unique exact-address polygon; parcel=0660460280005; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"1063 GARDENIA DR, Houston, TX 77018",pmt_1063-gardenia-dr,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=154.0688; geometry=HCAD unique exact-address polygon; parcel=0660460520026; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"919 GARDENIA DR, Houston, TX 77018",pmt_919-gardenia-dr,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=117.8517; geometry=HCAD unique exact-address polygon; parcel=0660460440034; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"539 W 34TH ST, Houston, TX 77018",pmt_539-w-34th-st,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=182.0044; geometry=HCAD unique exact-address polygon; parcel=0660450070021; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"431 W 32ND ST, Houston, TX 77018",pmt_431-w-32nd-st,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=165.7232; geometry=HCAD unique exact-address polygon; parcel=0660450090030; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"1003 LAMONTE LN, Houston, TX 77018",pmt_1003-lamonte-ln,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=139.9025; geometry=HCAD unique exact-address polygon; parcel=0660460530044; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"1587 SUE BARNETT DR, Houston, TX 77018",pmt_1587-sue-barnett-dr,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=179.8368; geometry=HCAD unique exact-address polygon; parcel=0660460550027; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"750 SUE BARNETT DR, Houston, TX 77018",pmt_750-sue-barnett-dr,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=193.2588; geometry=HCAD unique exact-address polygon; parcel=0660460240015; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"963 W 41ST ST, Houston, TX 77018",pmt_963-w-41st-st,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=165.4638; geometry=HCAD unique exact-address polygon; parcel=0660460410016; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"830 AZALEA ST, Houston, TX 77018",pmt_830-azalea-st,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=156.3304; geometry=HCAD unique exact-address polygon; parcel=0660460390008; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"974 W 43RD ST, Houston, TX 77018",pmt_974-w-43rd-st,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=150.5958; geometry=HCAD unique exact-address polygon; parcel=0660460470019; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"951 W 41ST ST, Houston, TX 77018",pmt_951-w-41st-st,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=187.7318; geometry=HCAD unique exact-address polygon; parcel=0660460410013; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,926 W 42nd St,acq_926-w-42nd-st,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=115.3929; geometry=HCAD unique exact-address polygon; parcel=0660460440003; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,955 Althea Dr,acq_955-althea-dr,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=133.7868; geometry=HCAD unique exact-address polygon; parcel=0660460420020; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1507 Sue Barnett Dr,acq_1507-sue-barnett-dr,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=137.5931; geometry=HCAD unique exact-address polygon; parcel=0660460550048; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1020 W 42nd St,acq_1020-w-42nd-st,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=149.6941; geometry=HCAD unique exact-address polygon; parcel=0660460520005; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1038 Lamonte Ln,acq_1038-lamonte-ln,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=122.2771; geometry=HCAD unique exact-address polygon; parcel=0660460540010; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,235 W 31st St,acq_235-w-31st-st,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=178.5815; geometry=HCAD unique exact-address polygon; parcel=0660450020027; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,304 W 31st St,acq_304-w-31st-st,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=169.3787; geometry=HCAD unique exact-address polygon; parcel=0660450030010; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,5109 Lido Lane,act_5109-lido-lane,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=116.3537; geometry=HCAD unique exact-address polygon; parcel=0804470000013; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1914 Viking Drive,act_1914-viking-drive,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=121.8943; geometry=HCAD unique exact-address polygon; parcel=0731000740041; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,2010 Hewitt Drive,act_2010-hewitt-drive,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=123.3856; geometry=HCAD unique exact-address polygon; parcel=0731010060014; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,2214 Chantilly Lane,act_2214-chantilly-lane,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=121.9894; geometry=HCAD unique exact-address polygon; parcel=0731010090020; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1710 Gardenia Drive,act_1710-gardenia-drive,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=120.0078; geometry=HCAD unique exact-address polygon; parcel=0731000350009; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,2031 Saxon Drive,act_2031-saxon-drive,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=121.0562; geometry=HCAD unique exact-address polygon; parcel=0731000890010; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1414 Du Barry Lane,act_1414-du-barry-lane,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=121.6215; geometry=HCAD unique exact-address polygon; parcel=0731000010019; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1527 Thornton,act_1527-thornton,Single Lot,Unknown,Unknown,unknown,no legal; units=1 (one address); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1431 Curtin Street,act_1431-curtin-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=127.6031; geometry=HCAD unique exact-address polygon; parcel=0731000440008; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1316 Althea Drive,act_1316-althea-drive,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=121.5593; geometry=HCAD unique exact-address polygon; parcel=0730990030044; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1335 Gardenia Drive,act_1335-gardenia-drive,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=119.6213; geometry=HCAD unique exact-address polygon; parcel=0730990030006; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1326 Curtin Street,act_1326-curtin-street,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=115.4228; geometry=HCAD unique exact-address polygon; parcel=0731000110046; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1411 Thornton Road,act_1411-thornton-road,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=125.1612; geometry=HCAD unique exact-address polygon; parcel=0731000580017; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1223 Richelieu Lane,act_1223-richelieu-lane,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=120.1014; geometry=HCAD unique exact-address polygon; parcel=0731000160024; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1519 Candlelight Lane,act_1519-candlelight-lane,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=155.8718; geometry=HCAD unique exact-address polygon; parcel=0731000520007; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1402 Du Barry Lane,act_1402-du-barry-lane,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=120.5906; geometry=HCAD unique exact-address polygon; parcel=0731000010016; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1237 Althea Drive,act_1237-althea-drive,Single Lot,Split Lot,Split Lot,high,replat child; units=1 (one address); master_size=None (none); depth_ft=124.3328; geometry=HCAD unique exact-address polygon; parcel=0730990210001; parcel_history=none,"Unresolved: classifier measures a deep fragment/replat parcel, but that does not prove two homes or invalidate a reviewed Single label. Obtain the plat; retain stored label."
gardenoaksoakforest,1226 Du Barry Lane,act_1226-du-barry-lane,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=144.4189; geometry=HCAD unique exact-address polygon; parcel=0730990070038; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1225 Wakefield Drive,act_1225-wakefield-drive,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=123.9418; geometry=HCAD unique exact-address polygon; parcel=0730990060026; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1517 Wakefield Drive,act_1517-wakefield-drive,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=115.7434; geometry=HCAD unique exact-address polygon; parcel=0731000040007; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1725 Ebony Lane,act_1725-ebony-lane,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=120.4571; geometry=HCAD unique exact-address polygon; parcel=0731000290050; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1721 Chantilly Lane,act_1721-chantilly-lane,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=123.5132; geometry=HCAD unique exact-address polygon; parcel=0731000370021; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1522 Thornton Road,act_1522-thornton-road,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=124.6205; geometry=HCAD unique exact-address polygon; parcel=0731000570039; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,1819 Cheshire Lane,act_1819-cheshire-lane,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=123.9563; geometry=HCAD unique exact-address polygon; parcel=0731000710011; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,2315 Althea Drive,act_2315-althea-drive,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=123.3539; geometry=HCAD unique exact-address polygon; parcel=0731000830003; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,2014 Ebony Lane,act_2014-ebony-lane,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=140.1484; geometry=HCAD unique exact-address polygon; parcel=0731000800020; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,2019 Chantilly Lane,act_2019-chantilly-lane,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=115.6307; geometry=HCAD unique exact-address polygon; parcel=0731010120012; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,5313 Verdome Lane,act_5313-verdome-lane,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=116.0374; geometry=HCAD unique exact-address polygon; parcel=0804370000012; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"1450 GARDENIA DR, Houston, TX 77018",pmt_1450-gardenia-dr,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=114.7932; geometry=HCAD unique exact-address polygon; parcel=0731000070043; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"1206 LAMONTE LN, Houston, TX 77018",pmt_1206-lamonte-ln,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=121.4362; geometry=HCAD unique exact-address polygon; parcel=0730990010024; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"1814 LIBBEY DR, Houston, TX 77018",pmt_1814-libbey-dr,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=119.0845; geometry=HCAD unique exact-address polygon; parcel=0731000680019; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"1701 DU BARRY LN, Houston, TX 77018",pmt_1701-du-barry-ln,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=149.9456; geometry=HCAD unique exact-address polygon; parcel=0731000270014; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"1721 EBONY LN, Houston, TX 77018",pmt_1721-ebony-ln,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=120.5171; geometry=HCAD unique exact-address polygon; parcel=0731000290049; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"1218 LAMONTE LN, Houston, TX 77018",pmt_1218-lamonte-ln,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=122.7833; geometry=HCAD unique exact-address polygon; parcel=0730990010021; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"1718 CANDLELIGHT LN, Houston, TX 77018",pmt_1718-candlelight-ln,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=119.4227; geometry=HCAD unique exact-address polygon; parcel=0731000510002; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"1721 DU BARRY LN, Houston, TX 77018",pmt_1721-du-barry-ln,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=140.6017; geometry=HCAD unique exact-address polygon; parcel=0731000270009; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"1846 HEWITT DR, Houston, TX 77018",pmt_1846-hewitt-dr,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=120.9136; geometry=HCAD unique exact-address polygon; parcel=0731000690027; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"3724 ELLA BLVD, Houston, TX 77018",pmt_3724-ella-blvd,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=181.5303; geometry=HCAD unique exact-address polygon; parcel=0730990150018; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"2111 DU BARRY LN, Houston, TX 77018",pmt_2111-du-barry-ln,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=114.4356; geometry=HCAD unique exact-address polygon; parcel=0731000780001; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"1523 RICHELIEU LN, Houston, TX 77018",pmt_1523-richelieu-ln,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=133.9888; geometry=HCAD unique exact-address polygon; parcel=0731000530006; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
gardenoaksoakforest,"1538 ALTHEA DR, Houston, TX 77018",pmt_1538-althea-dr,Single Lot,Unknown,Split Lot,unknown,replat child; units=1 (one address); master_size=None (none); depth_ft=120.1953; geometry=HCAD unique exact-address polygon; parcel=0731000060050; parcel_history=none,Retain stored label: classifier abstains; missing or inconclusive evidence is not a contradiction.
